{'hallIndex': [10, 11, 8, 9], 'data': [2519, 2508, 2478, 2520], 'ticks': 90566, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 40, 6, 322), 'rec_time': 223.2425835132599}
{'hallIndex': [10, 11, 8, 9], 'data': [2507, 2505, 2476, 2520], 'ticks': 90570, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 40, 6, 322), 'rec_time': 223.2431378364563}
{'hallIndex': [10, 11, 8, 9], 'data': [2520, 2509, 2476, 2536], 'ticks': 90574, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 40, 6, 322), 'rec_time': 223.27300763130188}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2511, 2488, 2507], 'ticks': 90592, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 40, 6, 322), 'rec_time': 223.30570721626282}
{'hallIndex': [10, 11, 8, 9], 'data': [2511, 2508, 2462, 2523], 'ticks': 90597, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 40, 6, 322), 'rec_time': 223.3060302734375}
{'hallIndex': [10, 11, 8, 9], 'data': [2511, 2509, 2520, 2523], 'ticks': 91831, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.6868233680725}
{'hallIndex': [10, 11, 8, 9], 'data': [2511, 2510, 2472, 2526], 'ticks': 91834, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.68754649162292}
{'hallIndex': [10, 11, 8, 9], 'data': [2520, 2509, 2460, 2536], 'ticks': 91838, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.68855166435242}
{'hallIndex': [10, 11, 8, 9], 'data': [2520, 2511, 2463, 2526], 'ticks': 91842, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.68855166435242}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2510, 2475, 2522], 'ticks': 91846, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.68955206871033}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2509, 2472, 2525], 'ticks': 91850, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.68955206871033}
{'hallIndex': [10, 11, 8, 9], 'data': [2511, 2508, 2461, 2541], 'ticks': 91854, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.69055199623108}
{'hallIndex': [10, 11, 8, 9], 'data': [2510, 2519, 2474, 2539], 'ticks': 91858, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.69055199623108}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2511, 2490, 2553], 'ticks': 91861, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.69055199623108}
{'hallIndex': [10, 11, 8, 9], 'data': [2522, 2511, 2475, 2536], 'ticks': 91865, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.69211554527283}
{'hallIndex': [10, 11, 8, 9], 'data': [2510, 2511, 2473, 2521], 'ticks': 91868, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.69268012046814}
{'hallIndex': [10, 11, 8, 9], 'data': [2519, 2509, 2479, 2520], 'ticks': 91872, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.69362545013428}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2509, 2480, 2525], 'ticks': 91875, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.69362545013428}
{'hallIndex': [10, 11, 8, 9], 'data': [2520, 2510, 2463, 2520], 'ticks': 91879, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.6946303844452}
{'hallIndex': [10, 11, 8, 9], 'data': [2519, 2508, 2462, 2526], 'ticks': 91882, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.6946303844452}
{'hallIndex': [10, 11, 8, 9], 'data': [2510, 2509, 2487, 2523], 'ticks': 91885, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 41, 6, 322), 'rec_time': 225.69563102722168}
{'hallIndex': [10, 11, 8, 9], 'data': [2507, 2519, 2473, 2521], 'ticks': 92874, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 225.98869585990906}
{'hallIndex': [10, 11, 8, 9], 'data': [2520, 2508, 2462, 2537], 'ticks': 92878, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 225.98969674110413}
{'hallIndex': [10, 11, 8, 9], 'data': [2521, 2509, 2478, 2525], 'ticks': 92882, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.02195191383362}
{'hallIndex': [10, 11, 8, 9], 'data': [2510, 2519, 2473, 2520], 'ticks': 92886, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.02245688438416}
{'hallIndex': [10, 11, 8, 9], 'data': [2519, 2510, 2474, 2540], 'ticks': 92889, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.05352807044983}
{'hallIndex': [10, 11, 8, 9], 'data': [2510, 2510, 2460, 2536], 'ticks': 92892, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.05452942848206}
{'hallIndex': [10, 11, 8, 9], 'data': [2521, 2510, 2477, 2522], 'ticks': 92896, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.08523869514465}
{'hallIndex': [10, 11, 8, 9], 'data': [2511, 2510, 2474, 2537], 'ticks': 92899, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.08623909950256}
{'hallIndex': [10, 11, 8, 9], 'data': [2520, 2509, 2476, 2537], 'ticks': 92902, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.08623909950256}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2509, 2488, 2522], 'ticks': 92905, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.1166524887085}
{'hallIndex': [10, 11, 8, 9], 'data': [2510, 2508, 2476, 2511], 'ticks': 92912, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.1166524887085}
{'hallIndex': [10, 11, 8, 9], 'data': [2519, 2509, 2476, 2537], 'ticks': 92916, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.14960765838623}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2508, 2473, 2525], 'ticks': 92920, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.15060710906982}
{'hallIndex': [10, 11, 8, 9], 'data': [2521, 2510, 2489, 2538], 'ticks': 92924, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.18180751800537}
{'hallIndex': [10, 11, 8, 9], 'data': [2519, 2509, 2472, 2525], 'ticks': 92927, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.1823115348816}
{'hallIndex': [10, 11, 8, 9], 'data': [2520, 2509, 2476, 2526], 'ticks': 92931, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.2135374546051}
{'hallIndex': [10, 11, 8, 9], 'data': [2521, 2510, 2478, 2526], 'ticks': 92934, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.2135374546051}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2509, 2473, 2522], 'ticks': 92937, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.2454652786255}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2508, 2472, 2511], 'ticks': 92941, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.24646401405334}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2508, 2478, 2527], 'ticks': 92944, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 42, 6, 322), 'rec_time': 226.24646401405334}
{'hallIndex': [10, 11, 8, 9], 'data': [2521, 2509, 2474, 2521], 'ticks': 93094, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.24646401405334}
{'hallIndex': [10, 11, 8, 9], 'data': [2511, 2510, 2477, 2537], 'ticks': 93098, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.2767105102539}
{'hallIndex': [10, 11, 8, 9], 'data': [2519, 2508, 2477, 2520], 'ticks': 93102, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.2767105102539}
{'hallIndex': [10, 11, 8, 9], 'data': [2511, 2509, 2474, 2527], 'ticks': 93106, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.27771019935608}
{'hallIndex': [10, 11, 8, 9], 'data': [2510, 2509, 2479, 2519], 'ticks': 93109, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.27771019935608}
{'hallIndex': [10, 11, 8, 9], 'data': [2519, 2509, 2473, 2520], 'ticks': 93113, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.27871108055115}
{'hallIndex': [10, 11, 8, 9], 'data': [2519, 2511, 2478, 2522], 'ticks': 93116, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.27871108055115}
{'hallIndex': [10, 11, 8, 9], 'data': [2518, 2510, 2462, 2536], 'ticks': 93120, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.27970957756042}
{'hallIndex': [10, 11, 8, 9], 'data': [2520, 2509, 2471, 2537], 'ticks': 93124, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.27970957756042}
{'hallIndex': [10, 11, 8, 9], 'data': [2509, 2508, 2471, 2526], 'ticks': 93128, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.27970957756042}
{'hallIndex': [10, 11, 8, 9], 'data': [2519, 2508, 2487, 2522], 'ticks': 93132, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.30867838859558}
{'hallIndex': [10, 11, 8, 9], 'data': [2508, 2504, 2476, 2522], 'ticks': 93357, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.30867838859558}
{'hallIndex': [10, 11, 8, 9], 'data': [2512, 2510, 2462, 2538], 'ticks': 93370, 'id': 'OM-SB-V1-C.2', 'time': (2024, 11, 17, 14, 47, 43, 6, 322), 'rec_time': 226.3096776008606}
